Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class,Predict
50547,854.246,325.399109,198.7428884,1.637286806,0.79181073,51228,253.6896515,0.69770042,0.986706489,0.870441004,0.779626141,0.006437555,0.001467055,0.607816919,0.995170622,SIRA,SIRA
48536,827.083,311.2252589,198.9350601,1.564456555,0.76904088,48988,248.5919438,0.773765683,0.990773251,0.891611492,0.798752469,0.006412256,0.00161005,0.638005506,0.998131897,SIRA,SIRA
44429,752.449,248.3909893,228.1029765,1.088942341,0.395833567,44704,237.8418797,0.779169078,0.993848425,0.986102963,0.957530224,0.00559074,0.002899072,0.91686413,0.998412173,SEKER,SEKER
75443,1070.292,380.7410438,253.5632975,1.501562125,0.745975747,76715,309.9306551,0.736101083,0.983419149,0.827607191,0.814019555,0.005046738,0.001366878,0.662627836,0.994976862,BARBUNYA,CALI
30393,640.171,239.1387934,162.2205903,1.474158076,0.734735869,30645,196.7169781,0.796524884,0.991776799,0.931947486,0.822605882,0.007868219,0.002222406,0.676680438,0.997533932,DERMASON,DERMASON
29702,631.176,226.4472203,167.565085,1.351398594,0.672635329,30053,194.4678918,0.728561617,0.988320634,0.936902945,0.858778004,0.007623972,0.002557907,0.73749966,0.996656004,DERMASON,DERMASON
68752,1025.143,403.6652478,218.4574089,1.847798387,0.840903827,69504,295.8678171,0.798059177,0.989180479,0.822103125,0.732953403,0.005871324,0.001045253,0.537220691,0.992675527,CALI,CALI
34761,687.872,229.7370214,192.8875726,1.191041073,0.543202669,35171,210.3784205,0.776816841,0.988342669,0.92318101,0.915735824,0.006609045,0.002866813,0.838572099,0.998773812,SEKER,SEKER
42749,744.594,257.7228968,211.7778141,1.216949461,0.569881609,43052,233.301773,0.74530144,0.992961999,0.96893972,0.905242708,0.006028747,0.002497278,0.81946436,0.997246712,SEKER,SEKER
26464,597.198,219.6286216,154.021151,1.425964033,0.712885978,26774,183.5620094,0.788135088,0.988421603,0.932456676,0.835783643,0.008299147,0.002497978,0.698534298,0.996084784,DERMASON,DERMASON
73909,1094.529,404.1282392,233.6211914,1.729844099,0.815975293,75016,306.763527,0.770366896,0.985243148,0.775269403,0.759074713,0.005467916,0.001119798,0.576194419,0.996726516,BARBUNYA,CALI
62835,997.065,347.042907,231.0540487,1.501998813,0.74614856,63990,282.8497955,0.783947999,0.981950305,0.794263382,0.815028314,0.005523083,0.001503322,0.664271153,0.997734484,BARBUNYA,CALI
34855,688.682,252.7764551,176.1330977,1.43514455,0.717271378,35184,210.662679,0.817118342,0.990649159,0.923501249,0.833395179,0.007252229,0.002158019,0.694547524,0.996776093,DERMASON,DERMASON
69509,1046.853,373.8295469,238.1459001,1.569750085,0.770827373,70544,297.4921974,0.731365741,0.985328306,0.797038868,0.795796373,0.005378146,0.001330516,0.633291867,0.994109962,BARBUNYA,CALI
67959,1017.31,359.5833377,241.1931776,1.490852027,0.741676841,69095,294.1565675,0.769472028,0.983558868,0.825182894,0.818048382,0.005291181,0.001461667,0.669203155,0.99768288,BARBUNYA,CALI
78989,1077.94,382.0983336,263.828305,1.448284078,0.72335886,80060,317.1307592,0.784399206,0.986622533,0.854254556,0.829971584,0.004837361,0.001415928,0.68885283,0.997654586,BARBUNYA,CALI
56385,908.18,319.6881974,224.8440507,1.421821909,0.710870458,57282,267.9395673,0.735789226,0.984340631,0.859072034,0.838127805,0.005669738,0.001725773,0.702458218,0.998770485,BARBUNYA,SEKER
61013,943.385,336.5838735,231.2578523,1.45544841,0.726587942,61950,278.7187908,0.784874447,0.984874899,0.861498073,0.828081238,0.005516593,0.001600083,0.685718538,0.998027955,BARBUNYA,CALI
76522,1051.538,380.161688,257.7002423,1.475208888,0.735181695,77430,312.1391299,0.730827269,0.988273279,0.869653468,0.821069402,0.004968005,0.001392776,0.674154963,0.994519394,BARBUNYA,CALI
83001,1119.895,432.2294073,246.7591762,1.751624454,0.821020557,84155,325.0848435,0.739759358,0.986287208,0.831646143,0.752111814,0.00520752,0.001027875,0.56567218,0.990845224,CALI,CALI
45524,799.609,299.969982,193.6621241,1.548934689,0.763671505,45998,240.754973,0.787994184,0.989695204,0.894736041,0.802596885,0.006589271,0.00168658,0.644161759,0.997764494,SIRA,SIRA
70006,1013.071,387.8711935,230.873465,1.680016339,0.803553671,70848,298.5538604,0.777326227,0.988115402,0.857166838,0.769724242,0.005540542,0.0011997,0.592475409,0.995368367,CALI,CALI
93120,1153.583,445.3375478,269.9330958,1.649807136,0.795364482,94679,344.3313323,0.768798917,0.983533835,0.879336573,0.773191782,0.004782405,0.001054326,0.597825532,0.986296829,CALI,CALI
43126,816.933,337.6078693,163.3881396,2.066293613,0.875091045,43547,234.3282497,0.816656567,0.990332285,0.812037645,0.694084087,0.007828407,0.001120731,0.48175272,0.995442568,HOROZ,HOROZ
38192,706.381,251.3090882,193.9290045,1.295881907,0.636016747,38486,220.516586,0.814345722,0.992360858,0.96184313,0.877471593,0.00658015,0.002406289,0.769956397,0.997772564,SEKER,SEKER
25613,610.307,232.4110344,140.6719035,1.652149638,0.796018683,25947,180.5865013,0.718678975,0.987127606,0.864119113,0.777013457,0.009073948,0.002040282,0.603749913,0.9974852,DERMASON,DERMASON
30409,642.868,236.4930792,163.9142466,1.442785384,0.720837813,30787,196.7687509,0.73364858,0.98772209,0.924630863,0.832027523,0.007777075,0.002299042,0.692269799,0.998796748,DERMASON,DERMASON
68500,1007.14,339.4168594,257.4166226,1.318550667,0.651779553,69506,295.3250901,0.766433566,0.985526429,0.848634622,0.870095524,0.004954991,0.001751823,0.75706622,0.99823017,BARBUNYA,SEKER
57030,962.609,409.4783498,178.9563204,2.2881469,0.89944456,57740,269.4677184,0.646855328,0.987703498,0.773416441,0.658075619,0.007180052,0.000830636,0.43306352,0.99091295,HOROZ,HOROZ
51322,906.253,362.3812629,181.4415766,1.997233873,0.865625225,52010,255.627072,0.72694051,0.986771775,0.785261892,0.705409187,0.007060934,0.001078466,0.497602121,0.993827811,HOROZ,HOROZ
59151,931.54,305.938941,247.6315232,1.235460401,0.587237256,60079,274.4328557,0.79769932,0.984553671,0.85658199,0.897018388,0.005172169,0.002065655,0.804641989,0.994103314,BARBUNYA,SEKER
71467,1046.223,397.8668367,232.0161155,1.714824144,0.812364372,73216,301.6531295,0.771223845,0.976111779,0.820477903,0.758176107,0.005567141,0.001134729,0.57483101,0.985734095,CALI,CALI
40329,724.982,251.3028696,205.058574,1.225517494,0.578077558,40651,226.6020247,0.790826732,0.992078916,0.964212749,0.901708863,0.006231319,0.00254112,0.813078873,0.996442382,SEKER,SEKER
44562,850.137,343.5160881,168.0175837,2.044524629,0.872221408,45393,238.1976083,0.611880046,0.981693213,0.774812649,0.693410343,0.007708722,0.001099318,0.480817903,0.983044045,HOROZ,HOROZ
68282,1027.342,374.6665939,232.8190821,1.609260678,0.783490816,69244,294.8547822,0.79592027,0.9861071,0.81299151,0.786979109,0.005487048,0.001298289,0.619336118,0.996673261,BARBUNYA,CALI
68218,1005.139,384.2915641,226.6177581,1.695769861,0.807620438,69026,294.7165677,0.748472181,0.988294266,0.848509284,0.766908762,0.005633287,0.001202033,0.588149049,0.997365432,BARBUNYA,CALI
42892,776.661,277.8206482,198.3588253,1.400596357,0.700164483,43478,233.691657,0.714616551,0.986521919,0.893558861,0.841160146,0.006477214,0.002000243,0.707550391,0.990992501,SIRA,SIRA
67546,985.555,356.6686962,241.4833998,1.476990536,0.735934804,68376,293.2613822,0.801713906,0.987861238,0.873871888,0.822223496,0.005280382,0.001488691,0.676051477,0.998521633,BARBUNYA,CALI
36458,731.111,283.698962,164.9206882,1.720214517,0.813672998,36979,215.4524711,0.679223489,0.985910922,0.857109025,0.759440463,0.007781528,0.001596686,0.576749817,0.992133409,HOROZ,DERMASON
63206,1035.302,416.5802059,194.2902383,2.144112898,0.884577437,64172,283.683589,0.692638131,0.984946706,0.741027056,0.680981921,0.006590833,0.000874304,0.463736377,0.994303148,HOROZ,HOROZ
42772,753.505,269.3754713,202.6182578,1.329472843,0.658960173,43098,233.3645256,0.782338308,0.992435844,0.946666797,0.866316909,0.00629794,0.002188192,0.750504987,0.997775998,SEKER,SEKER
75852,1071.325,416.2127295,235.4639688,1.767628107,0.824590642,77441,310.7696349,0.745510836,0.979481153,0.830490027,0.746660572,0.005487169,0.001052013,0.55750201,0.985456223,CALI,CALI
38116,722.078,250.7483056,194.0435644,1.292226858,0.633359224,38556,220.2970687,0.756570067,0.988588028,0.918647623,0.878558554,0.006578558,0.002417649,0.771865132,0.997424855,SEKER,SEKER
51734,920.246,385.1404207,172.0681211,2.238302006,0.894650232,52451,256.6510756,0.755814633,0.986330099,0.767676146,0.666383121,0.007444629,0.000905563,0.444066464,0.993954857,HOROZ,HOROZ
62887,1010.745,417.6604033,192.4317333,2.170434138,0.887536549,63619,282.9668094,0.727320041,0.988494003,0.773548482,0.677504516,0.006641443,0.000863159,0.459012369,0.996256116,HOROZ,HOROZ
36393,681.994,233.8313405,198.3315724,1.178992016,0.52970465,36655,215.2603232,0.782864027,0.992852271,0.983256019,0.920579435,0.006425174,0.00284649,0.847466495,0.999156232,SEKER,SEKER
62504,989.061,347.1941704,230.9493251,1.503334856,0.746676098,63945,282.1038187,0.76536135,0.977465009,0.802918603,0.812524641,0.005554751,0.001493449,0.660196292,0.992496098,BARBUNYA,CALI
63653,1016.303,355.1371706,228.6444147,1.553229153,0.765176974,64755,284.6849429,0.716667793,0.982982009,0.774430281,0.801619674,0.005579268,0.001421119,0.642594102,0.998095893,BARBUNYA,CALI
37970,703.416,246.4983607,196.4891967,1.254513555,0.603818654,38241,219.8747496,0.750039507,0.992913365,0.964330662,0.891992746,0.006491924,0.00253512,0.795651059,0.998155038,SEKER,SEKER
42438,782.142,297.9735621,182.2210678,1.635231127,0.791217885,43022,232.4515859,0.790735807,0.98642555,0.871753214,0.780108088,0.007021386,0.001604064,0.60856863,0.995150366,SIRA,SIRA
66041,995.358,361.8370919,233.0117717,1.552870438,0.765051814,67102,289.9758831,0.720719836,0.984188251,0.837654415,0.801398999,0.005478977,0.001394037,0.642240355,0.997316061,BARBUNYA,CALI
45110,796.592,299.3946992,193.0543859,1.55083086,0.764338135,45658,239.6577473,0.778900112,0.987997722,0.893327719,0.80047425,0.006636992,0.001680895,0.640759025,0.99370887,SIRA,SIRA
29707,642.324,239.7110781,158.510592,1.512271672,0.75015957,30132,194.4842594,0.697347418,0.985895394,0.904816187,0.811327791,0.008069178,0.002156724,0.658252784,0.995457038,DERMASON,DERMASON
66744,986.985,380.8264967,224.2150642,1.698487557,0.808308559,67410,291.51518,0.806866538,0.99012016,0.860995714,0.765480298,0.005705779,0.001208456,0.585960086,0.995245915,CALI,CALI
35041,697.337,269.3350903,166.2433791,1.620125215,0.786777873,35367,211.2240206,0.708758091,0.990782368,0.905526027,0.784242485,0.007686284,0.001793485,0.615036276,0.996435779,DERMASON,DERMASON
36934,697.608,244.0535919,192.9037677,1.265157207,0.612570951,37227,216.8543966,0.77540309,0.992129368,0.953703341,0.888552367,0.00660783,0.002540801,0.789525308,0.998873634,SEKER,SEKER
60178,974.122,390.9521962,197.9370167,1.975134327,0.862360538,60876,276.8050023,0.640436763,0.988534069,0.796931348,0.708027746,0.006496597,0.001007087,0.501303289,0.990141335,HOROZ,HOROZ
65526,992.787,361.2041353,231.6235658,1.55944467,0.767328754,66422,288.8430273,0.697560041,0.986510494,0.835432485,0.799667,0.005512379,0.00139045,0.639467311,0.99721389,BARBUNYA,CALI
36132,715.089,268.4672703,171.8213196,1.562479388,0.768367876,36545,214.4870421,0.757484277,0.988698864,0.887936013,0.79893181,0.00743018,0.001867317,0.638292037,0.99731815,DERMASON,DERMASON
75606,1066.561,412.4698493,234.249191,1.760816537,0.823084906,76371,310.2652881,0.800707447,0.989983109,0.835208158,0.752213255,0.005455517,0.001077407,0.565824782,0.996313632,CALI,CALI
62391,965.276,342.4226954,232.1408416,1.475064418,0.735120473,63399,281.8486978,0.738932184,0.984100696,0.841450928,0.823101685,0.005488335,0.00155394,0.677496385,0.99935081,BARBUNYA,CALI
30987,660.269,253.3964873,156.1384317,1.622896327,0.787603559,31388,198.6299921,0.697575471,0.987224417,0.89319767,0.783870346,0.00817751,0.001904486,0.614452719,0.997193061,DERMASON,DERMASON
66106,1047.596,432.0923916,195.3759266,2.211594842,0.891935635,67053,290.1185505,0.789287676,0.985876844,0.756942831,0.671427121,0.006536357,0.000819428,0.450814379,0.997018755,HOROZ,HOROZ
66301,1010.746,366.5115647,230.5989031,1.589389888,0.777265906,67227,290.5461324,0.699090037,0.986225772,0.815541152,0.792733874,0.005527995,0.001346657,0.628426994,0.99881551,BARBUNYA,CALI
44456,791.275,300.1159958,189.5924781,1.582953073,0.775187954,44977,237.9141383,0.77020097,0.988416302,0.892247539,0.792740612,0.006750855,0.00164461,0.628437679,0.994787354,SIRA,SIRA
43255,787.245,297.6927946,185.4316736,1.605404238,0.782304595,43833,234.6784534,0.786340169,0.986813588,0.87705405,0.788324265,0.006882275,0.001639575,0.621455147,0.997686726,SIRA,SIRA
47139,812.169,306.9829506,196.2988093,1.563855388,0.768836582,47658,244.9882424,0.697487571,0.989109908,0.898043579,0.798051624,0.006512292,0.001629437,0.636886395,0.995998221,SIRA,SIRA
51550,913.589,380.7034098,173.6775831,2.192012366,0.889876347,52297,256.1942594,0.778230676,0.985716198,0.776134181,0.672949737,0.007385129,0.000934261,0.452861348,0.992677675,HOROZ,HOROZ
34290,684.886,254.4472911,172.1170076,1.478339036,0.736502501,34574,208.9482807,0.798481744,0.991785735,0.918630312,0.821184929,0.007420452,0.002081488,0.674344687,0.996910075,DERMASON,DERMASON
57615,954.153,387.9443721,191.1817237,2.029191727,0.870138613,58614,270.8462597,0.714755359,0.98295629,0.79526046,0.698157466,0.006733392,0.000986796,0.487423847,0.989076438,HOROZ,HOROZ
38890,718.332,243.0128936,204.0932073,1.190695647,0.542826007,39276,222.5225514,0.758148784,0.990172115,0.947103365,0.915682078,0.006248724,0.00270988,0.838473668,0.998366947,SEKER,SEKER
24235,573.373,210.6773677,146.8454314,1.434687928,0.717055872,24491,175.6614937,0.77240566,0.989547181,0.926357051,0.833793851,0.008693104,0.002591728,0.695212186,0.99741253,DERMASON,DERMASON
43439,792.227,293.8008553,189.3641639,1.551512437,0.764577016,44030,235.1770664,0.71419881,0.986577334,0.869741922,0.8004642,0.006763527,0.001712855,0.640742935,0.994120632,SIRA,SIRA
70925,1050.316,382.7790775,236.6469135,1.617511388,0.785994358,72151,300.5070959,0.772275395,0.983007859,0.807921649,0.78506667,0.005396956,0.001264605,0.616329677,0.996920272,BARBUNYA,CALI
67630,1041.652,353.036461,245.4218902,1.438488069,0.718841173,68870,293.443675,0.713667637,0.981995063,0.783256391,0.831199345,0.005220116,0.001537024,0.690892351,0.993840404,BARBUNYA,CALI
42836,755.253,272.4929436,200.8134071,1.35694597,0.67594833,43192,233.5390527,0.722970464,0.991757733,0.943699784,0.85704624,0.006361307,0.002117109,0.734528257,0.996715159,SEKER,SEKER
66163,1012.844,359.8474233,234.4064639,1.53514292,0.75873008,67353,290.2436011,0.720855487,0.982331893,0.810475579,0.806574071,0.005438801,0.001419907,0.650561732,0.998705236,BARBUNYA,CALI
32941,695.209,255.1218669,164.681723,1.549181428,0.763758422,33455,204.7969332,0.728767063,0.984636078,0.856477329,0.802741591,0.007744812,0.001983781,0.644394061,0.998283312,DERMASON,DERMASON
61559,972.702,363.4118102,216.014883,1.682346166,0.80416363,62400,279.9631282,0.774560874,0.986522436,0.817601732,0.770374326,0.005903472,0.001282609,0.593476601,0.998433085,BARBUNYA,CALI
34060,662.146,220.4383774,196.882203,1.119646032,0.449779934,34367,208.2463418,0.789083496,0.991067012,0.976218398,0.944691865,0.00647206,0.003179677,0.892442719,0.99921995,SEKER,SEKER
33969,666.389,222.3618326,194.7690372,1.141669311,0.482473841,34260,207.9679641,0.764705882,0.99150613,0.961251403,0.935268259,0.006546022,0.003089598,0.874726717,0.998648649,SEKER,SEKER
63391,989.467,376.5126196,215.158764,1.749929273,0.820635725,64276,284.0984477,0.697931232,0.986231253,0.813644771,0.754552259,0.005939528,0.001187651,0.569349112,0.996320678,CALI,CALI
33726,690.875,254.2011266,169.7468976,1.497530324,0.744371158,34147,207.2227712,0.737228671,0.987670952,0.887923897,0.815192182,0.007537245,0.002053206,0.664538294,0.995166247,DERMASON,DERMASON
36474,713.319,259.3227454,179.5186179,1.444545131,0.721648717,36885,215.4997428,0.811290538,0.988857259,0.900794392,0.8310098,0.007109797,0.002091518,0.690577288,0.997570059,SIRA,DERMASON
29957,645.43,240.6079596,158.7911788,1.515247644,0.751302381,30376,195.3008885,0.741656764,0.986206215,0.903670048,0.811697538,0.008031778,0.002150643,0.658852894,0.998325295,DERMASON,DERMASON
41847,763.857,286.1000097,187.6363842,1.524757636,0.754898241,42322,230.8273277,0.796660829,0.988776523,0.901259939,0.806806431,0.006836811,0.001786943,0.650936617,0.992520578,SIRA,SIRA
38619,721.624,268.42155,183.534885,1.462509702,0.72971058,39087,221.745886,0.784779516,0.98802671,0.931942142,0.826110594,0.006950505,0.001996866,0.682458713,0.998102489,SIRA,DERMASON
77361,1078.14,400.4973813,247.4276089,1.618644674,0.786334631,78594,313.8456379,0.703857702,0.98431178,0.836337597,0.783639675,0.005176993,0.001204268,0.614091141,0.993995354,CALI,CALI
51610,900.804,375.6367421,175.6908578,2.138055143,0.883879449,52247,256.3433106,0.742333583,0.987807912,0.799250858,0.682423421,0.007278371,0.00097371,0.465701726,0.995695969,HOROZ,HOROZ
67236,1008.387,344.0350656,249.566195,1.378532319,0.688317892,68429,292.5876519,0.755036496,0.982565871,0.830916257,0.850458808,0.005116828,0.001651177,0.723280184,0.99706511,BARBUNYA,CALI
63253,1006.449,352.1086291,230.0762332,1.530399834,0.756992114,64388,283.789043,0.783920781,0.982372492,0.784706856,0.805970145,0.005566671,0.001448942,0.649587875,0.994129177,BARBUNYA,CALI
49755,868.813,332.0911112,191.9920823,1.729712534,0.81594414,50783,251.6943256,0.734282763,0.979757005,0.828312039,0.757907445,0.006674527,0.001358517,0.574423695,0.993587866,BARBUNYA,SIRA
52452,878.032,342.1508562,198.7842347,1.721217262,0.813914849,53647,258.4259287,0.675362132,0.977724756,0.854970693,0.755298208,0.006523123,0.001309511,0.570475384,0.981912078,HOROZ,SIRA
31414,658.232,241.103848,166.1409755,1.451200387,0.724680799,31861,199.9938676,0.773172533,0.985970309,0.911119035,0.829492641,0.007675045,0.002241356,0.688058041,0.998510096,DERMASON,DERMASON
33615,683.001,258.2694941,166.23088,1.553679402,0.76533392,34026,206.8814813,0.802075877,0.987921002,0.905524699,0.801029491,0.007683162,0.001951254,0.641648245,0.996915661,DERMASON,DERMASON
36325,690.58,246.1701717,188.3103217,1.307257984,0.644077851,36623,215.0591232,0.738868661,0.991863037,0.957166508,0.873619747,0.00677688,0.002435002,0.763211463,0.997714279,SEKER,SEKER
79102,1091.847,414.2250757,243.9172737,1.698219521,0.808240865,80113,317.3575184,0.683871079,0.987380325,0.833822784,0.766147529,0.005236594,0.001112957,0.586982037,0.996824354,BARBUNYA,CALI
20464,528.408,191.249312,136.3684624,1.402445321,0.701123073,20772,161.4173908,0.747406866,0.985172347,0.921004226,0.844015537,0.009345647,0.002925438,0.712362227,0.999049071,DERMASON,DERMASON
36044,717.225,273.9078212,168.1707544,1.628748246,0.789330583,36500,214.2256898,0.698527132,0.987506849,0.880505365,0.782108699,0.007599263,0.00175396,0.611694017,0.996295558,DERMASON,DERMASON
31834,649.59,235.2444452,172.7409358,1.361833801,0.678820774,32165,201.326371,0.792245284,0.989709311,0.948030729,0.855817747,0.007389723,0.002445305,0.732424015,0.997439781,DERMASON,DERMASON
33666,684.632,259.6233715,165.5788265,1.567974462,0.770230602,34201,207.03836,0.763349432,0.984357183,0.902582678,0.797456557,0.007711738,0.001923801,0.635936961,0.997132914,DERMASON,DERMASON
66040,1020.017,369.2521146,229.0483291,1.612114422,0.784361993,67289,289.9736877,0.722617354,0.981438274,0.797631155,0.785300006,0.00559134,0.001311711,0.616696099,0.994184674,BARBUNYA,CALI
97770,1231.866,497.1008834,253.6601961,1.959711815,0.860008855,99373,352.823795,0.796789047,0.983868858,0.809633635,0.709762961,0.005084391,0.000795925,0.503763461,0.987231206,CALI,CALI
72483,1022.607,402.4616043,231.3031665,1.739974469,0.818349366,73363,303.789766,0.794978942,0.988004853,0.871020751,0.754829188,0.005552497,0.001111892,0.569767103,0.991380213,CALI,CALI
59921,997.748,392.7859811,195.3597571,2.010577751,0.867538821,60874,276.2132994,0.650664553,0.984344712,0.756392449,0.703215778,0.006555064,0.000988806,0.494512431,0.994255691,HOROZ,HOROZ
80095,1086.756,418.75391,246.002039,1.702237557,0.809251701,81279,319.3432657,0.804554404,0.985432892,0.852218929,0.762603663,0.005228215,0.001090759,0.581564347,0.989960673,CALI,CALI
52398,904.806,358.823553,186.3452156,1.925585006,0.854578221,53028,258.292868,0.673842593,0.988119484,0.804291781,0.719832536,0.006848039,0.001134154,0.518158879,0.997758969,HOROZ,HOROZ
70648,1017.479,367.6119462,245.7675337,1.495770986,0.743665809,71492,299.9197015,0.770997032,0.988194483,0.857548767,0.815859508,0.00520343,0.001422103,0.665626736,0.99562516,BARBUNYA,CALI
87851,1137.14,447.1330622,251.9938988,1.774380508,0.826063552,88453,334.4478543,0.765619417,0.993194126,0.853746036,0.747982832,0.005089675,0.000982735,0.559478317,0.992727421,CALI,CALI
38170,723.21,247.5815839,196.6482473,1.259007326,0.607556381,38617,220.453064,0.769106772,0.988424787,0.917071461,0.890425938,0.006486287,0.002515169,0.79285835,0.998214471,SEKER,SEKER
64762,1000.168,385.8340559,214.5390567,1.798432704,0.831155726,65876,287.1542084,0.709642779,0.983089441,0.813549918,0.744242775,0.005957723,0.001127505,0.553897308,0.996147033,BARBUNYA,CALI
49784,856.101,328.2985726,194.09757,1.691410008,0.806508347,50440,251.7676657,0.770316272,0.986994449,0.853590638,0.766886264,0.00659446,0.001406963,0.588114542,0.994742822,SIRA,SIRA
73076,1043.319,407.1067509,230.3264754,1.76752043,0.824566996,73830,305.0299214,0.665646463,0.989787349,0.843626859,0.749262744,0.005571005,0.001083053,0.56139466,0.992276531,CALI,CALI
61876,954.989,376.5905518,209.7023092,1.795834071,0.830616882,62369,280.683042,0.801388403,0.992095432,0.852580424,0.74532683,0.006086214,0.001158548,0.555512083,0.997607526,CALI,CALI
50713,866.1,343.0013052,189.6905852,1.808214703,0.833160231,51159,254.1058776,0.774587222,0.991282081,0.849558109,0.740830643,0.006763577,0.001256701,0.548830042,0.992402552,SIRA,HOROZ
26953,608.884,223.0780056,153.9633777,1.448903037,0.723640298,27232,185.2501699,0.776296083,0.9897547,0.913582667,0.830427766,0.008276556,0.002427934,0.689610275,0.999178422,DERMASON,DERMASON
45195,765.944,270.5319702,213.1831864,1.269011758,0.615656343,45511,239.8834326,0.785098843,0.993056624,0.968068787,0.886710108,0.005985883,0.002282625,0.786254816,0.997766606,SEKER,SEKER
43548,846.546,347.4447577,163.9564003,2.11912897,0.881656364,45022,235.4719425,0.656031093,0.96726045,0.763619402,0.677724839,0.007978432,0.001038271,0.459310957,0.973339156,HOROZ,HOROZ
75389,1081.439,423.1204844,231.3571651,1.828862678,0.837271152,77225,309.8197154,0.76144352,0.976225316,0.810053666,0.732225753,0.005612496,0.000995213,0.536154554,0.980553052,CALI,CALI
22688,561.892,207.3482325,139.5295371,1.486052608,0.739711911,22982,169.9625217,0.746463118,0.98720738,0.90302626,0.819696024,0.009139115,0.002545043,0.671901571,0.998481082,DERMASON,DERMASON
37125,720.143,270.7608164,175.0295199,1.546943719,0.762968276,37570,217.4143926,0.746351172,0.988155443,0.899578028,0.802975835,0.007293221,0.00187029,0.644770191,0.997423197,DERMASON,DERMASON
33194,664.658,232.3085443,182.0856017,1.275820505,0.621001572,33520,205.5818899,0.773698809,0.990274463,0.944219534,0.88495191,0.00699851,0.002647671,0.783139883,0.99914592,SEKER,SEKER
50661,863.776,325.1539409,199.4678056,1.630107375,0.789728495,51476,253.9755669,0.796556604,0.984167379,0.85325994,0.781093307,0.00641823,0.001473692,0.610106754,0.994539519,SIRA,SIRA
74336,1054.454,406.7324636,235.6378361,1.72609149,0.815083451,75627,307.6483948,0.729929301,0.982929377,0.840144087,0.756390065,0.005471541,0.001104772,0.572125931,0.987541701,CALI,CALI
30918,647.111,237.9300256,165.8571185,1.434548169,0.716989858,31228,198.4087202,0.738146397,0.990073011,0.92781992,0.833895258,0.007695518,0.002295428,0.695381302,0.997557973,DERMASON,DERMASON
51515,896.279,375.9801827,174.9073548,2.149596185,0.885203683,52000,256.1072727,0.804293521,0.990673077,0.805855411,0.681172265,0.00729846,0.000969257,0.463995655,0.99740329,HOROZ,HOROZ
71483,1048.599,388.3736617,234.9152463,1.653250131,0.796324879,72503,301.6868946,0.760684034,0.985931617,0.816946763,0.776795453,0.005433091,0.001220263,0.603411176,0.997589606,BARBUNYA,CALI
72252,1060.96,376.0016113,246.3715409,1.526156835,0.755420206,73538,303.3052977,0.758002077,0.982512443,0.806606498,0.806659569,0.00520403,0.001359192,0.65069966,0.993069734,BARBUNYA,CALI
42688,781.306,289.2129122,188.3374171,1.535610484,0.758900319,43254,233.1352605,0.781831502,0.986914505,0.878766218,0.806102531,0.00677504,0.001764626,0.64980129,0.997841674,SIRA,SIRA
76281,1082.67,426.2175577,231.7805298,1.838884215,0.839209645,78073,311.6472135,0.817614714,0.977047123,0.817775388,0.73119281,0.005587467,0.000985195,0.534642925,0.983146436,CALI,CALI
88536,1149.007,439.7482888,261.3718939,1.682462036,0.804193887,90877,335.7492164,0.734909357,0.974239907,0.842722156,0.763503179,0.004966887,0.001041136,0.582937104,0.980769548,CALI,CALI
82095,1114.935,434.2286666,241.7090409,1.796493275,0.830753827,82787,323.3057383,0.68049569,0.9916412,0.829903265,0.744551807,0.005289344,0.001002677,0.554357393,0.995899329,CALI,CALI
31214,656.61,238.8516203,167.0256839,1.430029291,0.714841636,31638,199.3562117,0.80647995,0.986598394,0.90979659,0.834644586,0.007652067,0.002290682,0.696631585,0.996203571,DERMASON,DERMASON
88625,1140.249,447.4827971,253.7914261,1.763191152,0.823612123,89422,335.9179284,0.796614892,0.991087204,0.856577598,0.750683447,0.005049171,0.00098907,0.563525637,0.993603417,CALI,CALI
28302,646.61,237.8014065,151.9245495,1.565259909,0.769313436,28765,189.8294645,0.783815221,0.98390405,0.850632863,0.798268889,0.008402283,0.002104621,0.637233219,0.99743561,DERMASON,DERMASON
31507,644.759,232.2807816,173.1442548,1.34154484,0.666607063,31766,200.289686,0.824920145,0.991846628,0.95240593,0.862274032,0.007372355,0.002514011,0.743516506,0.997460732,DERMASON,DERMASON
75312,1054.801,405.325841,239.7280027,1.690773863,0.806345233,77102,309.6614548,0.774416452,0.976784,0.850614887,0.763981527,0.005381956,0.001130971,0.583667773,0.986850215,CALI,CALI
52762,914.255,366.468076,183.9484185,1.992232816,0.864897007,53405,259.1884736,0.633032586,0.987959929,0.793225058,0.707260716,0.006945682,0.001072044,0.50021772,0.996550157,HOROZ,HOROZ
35237,676.073,233.9276146,192.0229569,1.218227333,0.571122486,35502,211.8139321,0.778271049,0.992535632,0.968772063,0.905467841,0.006638693,0.002752672,0.819872011,0.998790493,SEKER,SEKER
44392,802.513,289.8278573,195.488756,1.482580703,0.738275269,45107,237.742823,0.773110414,0.984148802,0.86618453,0.820289758,0.006528831,0.00182341,0.672875287,0.997591916,SIRA,SIRA
