Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,Class,Cluster_Label
68478,1070.054,361.963668,243.2780493,1.487859957,0.740454703,69587,295.2776618,0.686806078,0.984063115,0.751535573,0.815766023,0.005285839,0.001443963,0.665474204,0.99013242,BARBUNYA,3
159694,1511.595,569.373515,358.7925062,1.58691585,0.776470878,160650,450.9198552,0.813312962,0.994049175,0.878269032,0.791957904,0.003565403,0.000865161,0.627197321,0.99530937,BOMBAY,1
37159,705.76,257.0342734,184.7328693,1.391383539,0.695310895,37515,217.5139265,0.791223064,0.990510462,0.937475229,0.846244836,0.006917147,0.00218822,0.716130323,0.996411943,DERMASON,0
79180,1108.719,380.7458768,267.2953435,1.424438869,0.712146555,80955,317.513948,0.704479737,0.978074239,0.809435749,0.833926163,0.004808612,0.001434531,0.695432845,0.990601575,BARBUNYA,3
75067,1062.917,390.4637189,245.0921566,1.59313021,0.7784593,76108,309.1573595,0.700016785,0.986322069,0.834949517,0.791769746,0.005201536,0.001260977,0.62689933,0.998732262,BARBUNYA,3
193584,1693.359,637.0427226,390.5938548,1.630959409,0.789977336,197382,496.4663171,0.800595533,0.980758124,0.848362069,0.779329705,0.003290782,0.000748796,0.607354789,0.990571008,BOMBAY,1
58233,967.138,404.4339013,183.9239923,2.198918675,0.890609441,58693,272.2949842,0.59683916,0.992162609,0.782351885,0.67327438,0.006945098,0.000880291,0.453298391,0.996766297,HOROZ,2
179496,1606.14,594.6168788,386.020211,1.540377581,0.760625022,181511,478.0600436,0.781402638,0.988898744,0.874375223,0.803979942,0.003312703,0.000853774,0.646383747,0.995675032,BOMBAY,1
65897,983.841,351.7480768,239.8023731,1.466824837,0.731590198,66806,289.6595696,0.8185556,0.986393438,0.855511148,0.823485866,0.005337847,0.001514155,0.678128972,0.994696418,BARBUNYA,3
41974,754.72,285.4805882,187.5134589,1.522453854,0.754034897,42324,231.1773273,0.803084223,0.99173046,0.926016029,0.809783,0.006801367,0.001804058,0.655748508,0.998346843,SEKER,0
56521,936.644,346.8323709,208.2229249,1.665678124,0.799732811,57353,268.2625063,0.81489331,0.985493348,0.809600169,0.773464442,0.006136345,0.001354724,0.598247243,0.996487346,BARBUNYA,3
37876,716.116,255.1052519,189.4550716,1.346521103,0.669674731,38246,219.6024157,0.748300933,0.990325786,0.928126595,0.860830634,0.006735274,0.002281423,0.741029381,0.997811699,DERMASON,0
79639,1109.573,386.1251508,263.5681659,1.464991607,0.730794286,81007,318.4329193,0.760872473,0.983112571,0.812875252,0.824688365,0.004848443,0.00138338,0.680110899,0.996356759,BARBUNYA,3
163401,1564.022,572.7285071,367.5948999,1.558042582,0.766846133,166883,456.1234645,0.687674127,0.979135083,0.839419123,0.796404333,0.003505049,0.000869778,0.634259861,0.988203872,BOMBAY,1
66943,1039.622,339.8258945,251.6617416,1.350327993,0.671989344,68327,291.9494388,0.798518501,0.979744464,0.778330613,0.859114751,0.005076347,0.00170583,0.738078156,0.996647595,BARBUNYA,3
61247,967.954,348.5079955,224.2208282,1.554306968,0.765552394,62253,279.2527572,0.793560508,0.983840136,0.82145778,0.801280776,0.005690205,0.001446927,0.642050882,0.99794416,BARBUNYA,3
66073,1020.543,363.3158432,231.993382,1.566061239,0.769584791,67291,290.0461281,0.755992631,0.981899511,0.797207313,0.798330526,0.005498704,0.001377752,0.637331628,0.99810036,BARBUNYA,3
56270,920.481,374.09942,194.0923458,1.927430052,0.854880123,57445,267.6661898,0.766621253,0.979545652,0.834559148,0.7154948,0.006648293,0.001074771,0.511932809,0.986714681,CALI,2
65219,1011.11,353.6505457,235.3089993,1.502919764,0.746512389,66672,288.1655945,0.71943565,0.978206743,0.801654414,0.814831471,0.005422508,0.001474522,0.663950327,0.997864068,BARBUNYA,3
41330,743.053,270.3900622,194.862182,1.3875964,0.693277588,41643,229.3970148,0.736654487,0.992483731,0.940666517,0.848392921,0.006542223,0.002090707,0.719770549,0.998751022,SEKER,0
75854,1095.858,402.9619969,240.9242054,1.672567504,0.801583238,77204,310.7737319,0.812489289,0.982513859,0.793742777,0.771223426,0.005312337,0.001159274,0.594785573,0.994819022,BARBUNYA,3
77921,1121.69,403.2322686,246.4501018,1.636161907,0.791486648,79249,314.9795209,0.696127217,0.983242691,0.778249204,0.781136693,0.005174886,0.001188471,0.610174534,0.998344328,BARBUNYA,3
76480,1065.587,374.26012,263.1436235,1.422265586,0.711087464,77821,312.0534576,0.747035496,0.982768147,0.846408305,0.833787628,0.004893569,0.001458906,0.695201808,0.988761607,BARBUNYA,3
57949,929.665,317.0188129,233.2385837,1.359203987,0.677280671,58918,271.6301868,0.774646758,0.983553413,0.842563901,0.856826711,0.005470652,0.001818825,0.734152013,0.997862343,BARBUNYA,0
94073,1192.258,470.1302565,256.5516767,1.832497307,0.837978404,95211,346.088809,0.761428756,0.9880476,0.831638081,0.736155149,0.004997505,0.000905337,0.541924403,0.993075009,CALI,2
55544,924.19,357.6967019,198.2257211,1.804491868,0.832401765,56205,265.9338588,0.769137033,0.98823948,0.817192715,0.74346187,0.00643988,0.001213647,0.552735552,0.997406809,CALI,2
180089,1610.86,609.1865542,377.714964,1.61282081,0.784576773,181809,478.8490747,0.715274689,0.990539522,0.872130461,0.78604669,0.003382697,0.000796593,0.6178694,0.996512625,BOMBAY,1
53639,905.941,364.9454311,190.4602938,1.916123429,0.853014601,54561,261.333687,0.68543863,0.983101483,0.821278979,0.716089762,0.006803733,0.001103562,0.512784547,0.982558485,HOROZ,2
56305,928.99,367.6544209,197.9815949,1.857013128,0.84262605,57406,267.7494212,0.731670868,0.98082082,0.819850656,0.728263842,0.006529694,0.001132994,0.530368224,0.984900755,HOROZ,2
93156,1183.213,482.0496439,249.1389615,1.93486254,0.856086493,94313,344.3978848,0.800914781,0.987732338,0.83617048,0.714444848,0.005174649,0.00083164,0.510431442,0.987614675,CALI,2
186439,1663.337,627.8109193,382.6947468,1.640500489,0.792732192,188370,487.2181313,0.848622642,0.989748898,0.846810301,0.776058709,0.00336738,0.000753443,0.602267119,0.988019504,BOMBAY,1
62766,996.026,346.5206833,231.427946,1.497315641,0.744285257,63965,282.6944521,0.702080537,0.981255374,0.795047298,0.815808307,0.005520834,0.001508471,0.665543194,0.996528235,BARBUNYA,3
168165,1588.556,614.8503149,350.5733646,1.753842069,0.821522035,170374,462.7248946,0.813523163,0.987034407,0.837414386,0.752581374,0.003656232,0.000723481,0.566378724,0.993338833,BOMBAY,1
43917,758.75,253.6714269,220.7663022,1.14904958,0.492549438,44382,236.4674631,0.763521619,0.98952278,0.958616989,0.932180127,0.005776156,0.002690407,0.86895979,0.998477882,SEKER,0
190062,1654.448,631.5148944,384.6502895,1.641789728,0.793100038,191654,491.9293185,0.763718336,0.991693364,0.872567264,0.778967088,0.003322678,0.000754648,0.606789725,0.996221137,BOMBAY,1
43122,838.186,296.4045889,185.6575998,1.596512016,0.779529536,44074,234.3173823,0.731985538,0.978399964,0.77130821,0.790532235,0.006873628,0.001655938,0.624941215,0.997726159,BARBUNYA,3
73191,1073.038,385.0103595,242.2625761,1.589227547,0.777213877,74320,305.2698405,0.693096591,0.984808934,0.798798684,0.792887342,0.005260351,0.00128245,0.628670337,0.999100217,BARBUNYA,3
169095,1529.214,547.6732621,394.2119678,1.389286239,0.69418765,171300,464.0026302,0.78006643,0.987127846,0.908665626,0.847225275,0.00323885,0.001029357,0.717790667,0.997216696,BOMBAY,1
160250,1511.116,552.8430862,369.9830545,1.494238937,0.743049005,161847,451.7041477,0.819035353,0.990132656,0.881885687,0.8170567,0.003449879,0.000948402,0.667581651,0.997526497,BOMBAY,1
48915,894.486,310.0875693,201.7558508,1.53694462,0.759385013,50027,249.5606386,0.708656284,0.977772003,0.768253994,0.804806975,0.006339315,0.001640548,0.647714267,0.995500957,BARBUNYA,3
156182,1527.693,552.8045062,360.9709715,1.531437567,0.757374083,157988,445.9339621,0.793829576,0.988568752,0.840947079,0.8066757,0.003539489,0.00092452,0.650725685,0.99654576,BOMBAY,1
50643,908.066,385.0921329,168.1999762,2.289489818,0.899569072,51253,253.9304438,0.703814884,0.988098258,0.771781668,0.659401795,0.007604055,0.0008868,0.434810728,0.995494733,HOROZ,2
55538,943.742,392.6406394,181.8489754,2.159157831,0.886283285,56182,265.919495,0.810099625,0.988537254,0.783598388,0.677259225,0.007069766,0.000917497,0.458680058,0.990362638,HOROZ,2
153261,1457.451,542.0882389,362.1338272,1.496927926,0.744130002,154519,441.7442313,0.836477061,0.991858606,0.906679077,0.81489359,0.003537027,0.000962103,0.664051564,0.99403733,BOMBAY,1
79031,1088.647,439.2246402,232.9526203,1.885467696,0.847764786,80928,317.2150603,0.708721931,0.976559411,0.837979088,0.722215994,0.005557625,0.00093269,0.521595943,0.9834523,CALI,2
37131,712.145,264.3183472,179.6517455,1.471281821,0.733509279,37483,217.4319607,0.800685729,0.990609076,0.920046232,0.822613954,0.007118536,0.002010734,0.676693717,0.995607164,DERMASON,0
63048,967.121,358.5487664,224.3681398,1.59803779,0.780009695,63896,283.3287963,0.751752754,0.986728434,0.847070488,0.790209932,0.005686917,0.001367813,0.624431737,0.997865512,BARBUNYA,3
81584,1103.915,381.6111683,274.4421379,1.390497725,0.694837323,82696,322.29796,0.763837915,0.986553159,0.84128586,0.844571613,0.004677525,0.001468053,0.71330121,0.991843709,BARBUNYA,3
65330,974.886,344.9799398,242.1259681,1.424795294,0.712319636,66249,288.4107131,0.76049124,0.986128092,0.863803292,0.836021692,0.005280575,0.001591223,0.69893227,0.995835409,BARBUNYA,3
163117,1524.028,560.180104,371.8570345,1.506439443,0.747895106,165192,455.7269082,0.731154889,0.987438859,0.882517238,0.813536405,0.003434223,0.000927932,0.661841483,0.997024115,BOMBAY,1
43417,807.149,316.3177359,175.9285942,1.797989334,0.83106398,43992,235.1175053,0.795255976,0.986929442,0.837456484,0.74329536,0.007285573,0.001371795,0.552487992,0.993367516,SIRA,2
62701,951.734,354.8882989,226.0346213,1.570061688,0.770931844,63308,282.5480361,0.705361562,0.990411954,0.869867615,0.796160473,0.00566001,0.001402812,0.633871499,0.995217356,BARBUNYA,3
171620,1583.298,566.1217778,389.903898,1.451952085,0.725019858,174696,467.4541375,0.790263759,0.98239227,0.860304977,0.825713046,0.003298693,0.000945885,0.681802034,0.989943885,BOMBAY,1
66370,1004.139,339.2870724,249.8830846,1.357783273,0.676443462,67637,290.69728,0.720535869,0.981267649,0.827168546,0.856788553,0.005112055,0.001699299,0.734086625,0.996730541,BARBUNYA,3
73064,1093.025,382.3034483,243.989139,1.566887157,0.769863938,74538,305.0048755,0.723334323,0.980224852,0.768516361,0.79780833,0.005232446,0.001307612,0.636498131,0.997320747,BARBUNYA,3
137358,1364.645,507.9858904,345.2228517,1.471472378,0.733590829,138093,418.1980839,0.798073348,0.9946775,0.926881995,0.82324744,0.003698262,0.00104785,0.677736348,0.997270315,BOMBAY,1
81718,1091.632,413.18233,254.2352558,1.625196823,0.788285161,82978,322.5625352,0.724778047,0.984815252,0.861737668,0.780678436,0.005056197,0.001158491,0.609458821,0.990490539,CALI,3
91565,1153.995,453.3610781,259.4846038,1.747159837,0.820004217,92497,341.4442545,0.785291595,0.989923998,0.864035347,0.753139762,0.004951249,0.000982645,0.567219501,0.991023131,CALI,3
51735,915.72,377.8562181,175.4282945,2.153906923,0.88569235,52307,256.6535561,0.621068427,0.989064561,0.775298455,0.679236026,0.007303686,0.000958969,0.461361579,0.9937299,HOROZ,2
74172,1096.388,400.5306373,236.3164665,1.694890936,0.807397059,75432,307.3088406,0.78430792,0.983296214,0.775391983,0.767254267,0.005400025,0.001154337,0.588679111,0.997746889,BARBUNYA,3
73021,1081.342,378.7105394,246.2334718,1.538014051,0.759772407,74208,304.9151108,0.709348073,0.98400442,0.784750312,0.805140283,0.005186324,0.001344391,0.648250875,0.997018954,BARBUNYA,3
44353,758.998,256.4685192,220.3236834,1.164053338,0.51186288,44767,237.6383671,0.774454339,0.990752117,0.967501399,0.92657909,0.005782439,0.002629183,0.85854881,0.999396608,SEKER,0
184259,1644.594,628.1734098,377.5461788,1.663831989,0.799232312,186648,484.3612756,0.815168246,0.987200506,0.856093443,0.771063003,0.003409187,0.000743344,0.594538154,0.9892116,BOMBAY,1
97060,1246.469,407.9240222,303.8983052,1.342304367,0.667078404,98830,351.5403678,0.759943627,0.982090458,0.785031687,0.861779029,0.004202803,0.001429889,0.742663095,0.996879916,BARBUNYA,3
114004,1279.356,451.3612558,323.7479961,1.394174671,0.696795094,115298,380.9913399,0.748986604,0.988776909,0.875280258,0.844094027,0.00395917,0.001239788,0.712494726,0.9933421,BOMBAY,3
59829,976.903,359.8403737,213.0306154,1.689148637,0.805927523,60870,276.0011752,0.674479167,0.982897979,0.787804979,0.767010028,0.006014481,0.00128405,0.588304383,0.993733548,BARBUNYA,2
85561,1167.001,410.0627937,266.3503482,1.539561696,0.760331253,86847,330.0600683,0.734051132,0.98519235,0.789483867,0.804901282,0.004792637,0.001240866,0.647866074,0.997429791,BARBUNYA,3
42012,809.77,266.7003964,202.3810876,1.317812843,0.651285139,43087,231.2819486,0.770975556,0.975050479,0.80511859,0.867197618,0.006348196,0.002214636,0.752031709,0.991037045,BARBUNYA,0
163558,1524.86,574.7716573,363.9564508,1.579231955,0.773972506,164798,456.3425396,0.799528763,0.992475637,0.88393781,0.793954493,0.003514176,0.000861362,0.630363737,0.995490556,BOMBAY,1
88858,1162.919,453.4168019,252.5221424,1.79555265,0.830558366,90020,336.359212,0.714510863,0.987091757,0.825671826,0.741832262,0.005102712,0.000953243,0.550315106,0.988119746,CALI,2
82032,1144.548,420.1297867,249.0704568,1.686790927,0.805319017,83528,323.1816615,0.755776672,0.982089838,0.786910142,0.769242438,0.005121535,0.001106198,0.591733929,0.998131422,BARBUNYA,3
92169,1153.456,398.911407,295.7132143,1.34898066,0.671173309,93378,342.5685561,0.78178888,0.987052625,0.870547905,0.858758486,0.004328043,0.001451963,0.737466138,0.994827557,BARBUNYA,3
90605,1257.955,448.3872967,261.2696053,1.716186221,0.812696409,93234,339.6496267,0.736769776,0.971802132,0.719501688,0.757491636,0.004948814,0.001005061,0.573793578,0.984736632,BARBUNYA,3
41613,780.132,302.5515537,175.5535113,1.723414995,0.814443193,42029,230.181053,0.809890816,0.990102072,0.859216692,0.760799441,0.007270602,0.001502557,0.57881579,0.997539811,SIRA,0
152884,1469.576,523.1943401,374.4005792,1.397418618,0.698504995,154335,441.2005831,0.776127889,0.990598374,0.889585713,0.843282408,0.003422165,0.001067512,0.71112522,0.993739623,BOMBAY,1
74077,1088.087,383.2534395,246.6858243,1.553609498,0.765309565,75268,307.1119759,0.749706501,0.984176542,0.786259683,0.801328688,0.005173717,0.001315907,0.642127667,0.997615641,BARBUNYA,3
66291,1048.41,371.479241,227.6488927,1.63180781,0.790224651,67835,290.5242204,0.766547179,0.977238888,0.757882929,0.782073904,0.005603766,0.001293156,0.611639592,0.998078263,BARBUNYA,3
181020,1593.456,594.8962104,388.8031964,1.530070267,0.756870603,182766,480.0852241,0.784145549,0.990446801,0.895893267,0.807006694,0.003286356,0.000859811,0.651259804,0.996473263,BOMBAY,1
183422,1639.468,621.549178,380.415314,1.633870023,0.790823874,186364,483.2599133,0.789931094,0.984213689,0.857542001,0.777508732,0.003388629,0.00076388,0.604519828,0.987706826,BOMBAY,1
65088,1011.127,369.3171616,225.3597593,1.638789297,0.792242349,66543,287.8760419,0.698069498,0.978134439,0.800017295,0.779481898,0.005674121,0.001292119,0.607592029,0.995715314,BARBUNYA,3
62417,971.942,325.2218476,245.4771635,1.324855815,0.655956014,63584,281.9074186,0.737528063,0.981646326,0.830294299,0.866815746,0.005210469,0.001814528,0.751369538,0.995456302,BARBUNYA,3
87614,1129.358,427.2790652,263.0184459,1.624521291,0.788085373,88630,333.9964213,0.71870719,0.988536613,0.863217244,0.781682157,0.004876835,0.001123152,0.611026995,0.992626362,CALI,3
35351,697.598,246.2981369,183.073923,1.345348004,0.668955891,35802,212.1562894,0.772598129,0.987402938,0.912853561,0.861380001,0.006967218,0.00236602,0.741975507,0.998215267,DERMASON,0
44704,770.546,283.7721789,200.7846995,1.413315754,0.706657306,45040,238.5768233,0.731138479,0.992539964,0.94614807,0.840733662,0.006347803,0.001956307,0.706833091,0.998978343,SEKER,0
44356,813.005,321.6274764,176.3942958,1.823343974,0.836188029,44858,237.6464038,0.650934813,0.988809131,0.843287778,0.738887133,0.007251048,0.001333193,0.545954195,0.995462291,SIRA,2
84791,1111.688,440.9227214,246.9561704,1.785429053,0.828432129,85718,328.571536,0.685745018,0.989185469,0.862171744,0.745190756,0.005200112,0.00098915,0.555309262,0.99146529,CALI,2
76848,1094.611,368.2968728,266.4882629,1.382037876,0.690251878,78146,312.8033129,0.790048319,0.983390065,0.805977313,0.849323836,0.004792537,0.001538291,0.721350979,0.996934374,BARBUNYA,3
36190,699.611,249.2849209,185.1673625,1.346268141,0.669519948,36545,214.6591231,0.755847953,0.990285949,0.929148625,0.861099509,0.006888227,0.002336149,0.741492365,0.998247548,DERMASON,0
171217,1599.366,602.4211213,362.6898829,1.660981322,0.798455576,173525,466.9049744,0.786445271,0.986699323,0.841125944,0.775047484,0.003518466,0.000783152,0.600698603,0.997749159,BOMBAY,1
150738,1465.681,532.787063,361.850791,1.472394358,0.73398482,152131,438.0931208,0.729789397,0.990843418,0.881766706,0.822266814,0.003534524,0.000996694,0.676122713,0.995519268,BOMBAY,1
96220,1184.057,467.1455145,264.2926467,1.767531259,0.824569374,97317,350.0158696,0.788081314,0.98872756,0.862442197,0.749265183,0.004854973,0.000943863,0.561398315,0.992289071,CALI,3
60045,956.542,356.4396421,216.6974691,1.644872197,0.793975337,61058,276.4989484,0.807164942,0.983409217,0.824667018,0.775724459,0.005936209,0.001325925,0.601748436,0.989799271,BARBUNYA,3
59413,920.796,348.2599063,218.4122537,1.594507178,0.778896067,60023,275.0399627,0.713763981,0.989837229,0.880571242,0.789754886,0.005861679,0.001406601,0.62371278,0.994514505,CALI,3
70124,1011.921,386.9887045,233.2943097,1.658800444,0.797858121,71640,298.8053712,0.788618983,0.978838638,0.860564304,0.772129439,0.005518634,0.001209962,0.59618387,0.988950068,CALI,3
44979,827.587,316.0904801,181.9461309,1.737275085,0.817721487,45655,239.3095098,0.707784544,0.985193298,0.825262934,0.757091798,0.007027512,0.001424215,0.57318799,0.995785215,SIRA,2
226806,1812.548,679.9753874,428.6803406,1.586206138,0.776241976,229994,537.381027,0.768229731,0.986138769,0.867531735,0.790294821,0.002998048,0.000721398,0.624565904,0.99069027,BOMBAY,1
38637,771.623,315.0881849,156.7460168,2.010183043,0.867482824,39096,221.797557,0.605216165,0.988259669,0.815460508,0.703922164,0.008155089,0.001235114,0.495506413,0.996058589,HOROZ,2
184827,1607.292,599.8428246,393.4595067,1.52453509,0.754815056,186978,485.1072514,0.791838571,0.988495973,0.899053865,0.808723938,0.003245429,0.000856353,0.654034408,0.997098405,BOMBAY,1
150467,1474.074,525.8869356,366.7114136,1.434062088,0.716760063,152958,437.6991371,0.787200092,0.983714484,0.870186926,0.832306542,0.003495032,0.00103458,0.692734181,0.993423826,BOMBAY,1
67554,1031.662,363.8119865,236.7499879,1.536692735,0.759293624,68694,293.2787483,0.730716395,0.983404664,0.79760169,0.806127228,0.005385499,0.001402878,0.649841108,0.99860611,BARBUNYA,3
61959,933.915,338.5276256,234.3842985,1.444327234,0.721548519,62621,280.871232,0.822304507,0.989428466,0.892687723,0.82968482,0.005463736,0.001597063,0.6883769,0.994241504,BARBUNYA,3
43282,822.236,311.418956,177.8458297,1.751061335,0.820892864,44083,234.7516858,0.663936187,0.98182973,0.804496594,0.753813091,0.007195115,0.001433086,0.568234176,0.995012895,SIRA,2
60673,957.312,328.3949053,235.9652894,1.391708527,0.695484332,61537,277.9411141,0.763163191,0.985959667,0.83195211,0.846362442,0.005412538,0.001713193,0.716329384,0.996921711,BARBUNYA,3
77524,1106.223,385.9260831,257.2722532,1.500068811,0.745383344,78905,314.176101,0.790738474,0.982497941,0.796087252,0.814083615,0.00497815,0.001348726,0.662732133,0.994143803,BARBUNYA,3
72063,1078.081,369.1103124,250.0378175,1.476217942,0.735608655,73332,302.9083381,0.735967564,0.98269514,0.779147027,0.820644474,0.00512205,0.001432992,0.673457352,0.994169827,BARBUNYA,3
82109,1153.754,390.6378815,269.3704772,1.450188178,0.724223149,83618,323.3333045,0.717911727,0.981953646,0.775129361,0.827705965,0.004757553,0.001377424,0.685097164,0.993519807,BARBUNYA,3
72133,1066.766,392.2252141,235.7043101,1.664056181,0.799293197,73453,303.0554208,0.705029713,0.982029325,0.796536219,0.772656652,0.005437528,0.001195439,0.596998302,0.993438715,BARBUNYA,3
76814,1136.843,413.8137885,236.6652789,1.748519219,0.820314629,78152,312.7341081,0.670384528,0.982879517,0.746877302,0.755736316,0.005387218,0.001083991,0.57113738,0.998644685,BARBUNYA,2
41169,742.126,270.2141119,194.1998311,1.391423002,0.695331964,41553,228.9497736,0.758875576,0.99075879,0.93934448,0.847290217,0.006563534,0.002086634,0.717900712,0.998903564,SEKER,0
66795,1062.267,433.5484826,196.7394693,2.20366805,0.891109239,67831,291.6265341,0.595034475,0.984726747,0.743851834,0.67265034,0.006490733,0.000819655,0.452458479,0.997068295,HOROZ,2
31160,660.769,234.7610566,170.7157475,1.375157594,0.68643689,31588,199.1836946,0.808678501,0.986450551,0.896825593,0.84845288,0.007534052,0.002408348,0.71987229,0.989937847,DERMASON,0
170598,1620.307,614.4028157,357.4440405,1.718878331,0.813349954,172462,466.0602105,0.685226095,0.989191822,0.816562033,0.758558064,0.003601466,0.000735554,0.575410337,0.989060359,BOMBAY,1
20548,524.736,183.9652515,142.6723878,1.289424354,0.631298586,20825,161.7483421,0.759686483,0.986698679,0.937772948,0.87923312,0.008952952,0.003300366,0.77305088,0.996790631,DERMASON,0
70466,1051.738,379.72712,238.2954751,1.593513766,0.778581101,71737,299.533133,0.779836211,0.982282504,0.800523992,0.788811537,0.005388799,0.001286959,0.62222364,0.991521936,BARBUNYA,3
39435,735.516,275.860289,182.3901964,1.512473227,0.750237238,39841,224.0763295,0.770877316,0.989809493,0.916025282,0.812281936,0.006995316,0.001878513,0.659801943,0.997932774,SIRA,0
38709,747.193,278.3041772,177.9968145,1.563534594,0.768727447,39155,222.0041205,0.72065011,0.988609373,0.871276954,0.797703156,0.00718965,0.001795779,0.636330325,0.994924477,SIRA,0
72379,1060.571,348.1291279,266.7534764,1.305059385,0.64254416,73840,303.5717461,0.806361408,0.980213976,0.808617148,0.872009038,0.004809808,0.001715503,0.760399763,0.992366847,BARBUNYA,3
216075,1767.457,684.2747669,404.0402969,1.693580497,0.80706325,217769,524.5142845,0.811933535,0.992221115,0.869193905,0.766525831,0.003166839,0.000674393,0.58756185,0.99508329,BOMBAY,1
60880,970.236,354.037596,219.7636533,1.610992494,0.784020164,61670,278.4148406,0.688423005,0.987189882,0.812699024,0.786399083,0.005815335,0.001371913,0.618423517,0.996275644,BARBUNYA,3
81411,1150.387,397.071487,262.3872615,1.513303217,0.750556657,82770,321.95606,0.725840533,0.983581008,0.77304544,0.810826439,0.004877369,0.0013004,0.657439515,0.994905333,BARBUNYA,3
76856,1086.973,423.9872827,235.6774208,1.799015286,0.83127616,78926,312.8195941,0.75101626,0.973772901,0.817429165,0.737804191,0.005516645,0.001008369,0.544355024,0.97930301,CALI,2
61076,957.031,333.4937704,234.1825072,1.424076351,0.711970338,61989,278.8626516,0.744103314,0.98527158,0.837969939,0.836185489,0.005460308,0.001646673,0.699206172,0.995722975,BARBUNYA,3
67666,1005.38,345.8977452,250.2063846,1.382449716,0.690477767,68744,293.5217659,0.731935791,0.984318631,0.841239943,0.848579587,0.00511184,0.001635036,0.720087316,0.995484505,BARBUNYA,3
38760,753.761,276.7611091,178.6877616,1.548853187,0.763642783,39356,222.1503202,0.711297071,0.984856185,0.857287135,0.802678963,0.007140379,0.001828389,0.644293518,0.997916069,DERMASON,0
48099,857.135,332.6926613,185.4098015,1.794363937,0.830310847,48867,247.4702989,0.726735665,0.984283873,0.822711282,0.74384057,0.006916831,0.00130619,0.553298794,0.992819403,SIRA,2
155917,1507.244,553.8696768,361.7394028,1.531128963,0.757260593,158297,445.5554849,0.7876585,0.984964971,0.862454528,0.804441015,0.003552337,0.000917637,0.647125346,0.99083236,BOMBAY,1
71556,1076.261,404.6052268,226.1113332,1.789407108,0.829272588,72868,301.8408999,0.713092699,0.98199484,0.776284139,0.746013348,0.005654386,0.001080318,0.556535915,0.995869323,BARBUNYA,2
87927,1120.716,434.4041444,259.1450371,1.676297371,0.802573784,88711,334.5924886,0.805044864,0.991162314,0.87971293,0.770233187,0.004940509,0.001072606,0.593259163,0.994478775,CALI,3
70136,1018.018,368.7215363,242.8384351,1.518382114,0.75249694,71134,298.8309367,0.727582057,0.985970141,0.850432686,0.810451539,0.005257236,0.001399089,0.656831697,0.997321501,BARBUNYA,3
64592,1000.066,344.3690357,239.3742573,1.438621845,0.718903682,65657,286.7770714,0.786020249,0.983779338,0.811579879,0.83276091,0.00533145,0.001581636,0.693490733,0.997670917,BARBUNYA,3
38496,725.915,272.3135632,180.6284812,1.507589287,0.748344177,38911,221.3924784,0.792539065,0.989334635,0.918023775,0.813005698,0.007073815,0.001906373,0.660978265,0.996483751,DERMASON,0
56546,951.015,315.4936373,229.1241617,1.376954901,0.687441033,57830,268.3218278,0.768225416,0.977796991,0.785664299,0.850482533,0.005579416,0.001800653,0.723320539,0.995979761,BARBUNYA,3
72788,1060.865,393.2773329,236.8774717,1.660256377,0.798257287,73784,304.428251,0.69625605,0.986501138,0.812735832,0.774080338,0.005403052,0.001196639,0.59920037,0.994826236,BARBUNYA,3
59100,1057.719,351.9312622,215.1271842,1.635921855,0.791417386,60703,274.3145222,0.778707425,0.973592738,0.663829783,0.77945483,0.005954844,0.001355857,0.607549832,0.993904049,BARBUNYA,3
38555,727.766,261.7851275,187.8709619,1.393430496,0.696400556,38992,221.5620695,0.772846633,0.988792573,0.91475975,0.846350866,0.006789914,0.002149046,0.716309789,0.998127905,SIRA,0
35145,681.083,243.7645848,183.7065283,1.32692391,0.657307236,35444,211.5372397,0.782809159,0.991564158,0.952079756,0.867793162,0.006935968,0.00242634,0.753064972,0.999259916,SEKER,0
61846,1001.069,345.7341462,228.9225198,1.510267083,0.749384982,63198,280.6149905,0.772804518,0.978606918,0.775520807,0.811649626,0.005590243,0.001496528,0.658775116,0.994926372,BARBUNYA,3
74486,1133.189,356.8890706,267.7683827,1.332827525,0.661114953,76411,307.9586348,0.773575108,0.974807292,0.728919916,0.862897354,0.004791358,0.001638607,0.744591844,0.992412504,BARBUNYA,3
180547,1649.901,658.5985792,351.8995746,1.871552644,0.845284988,182425,479.4575895,0.834413244,0.989705358,0.833459246,0.727996696,0.003647796,0.000632016,0.529979189,0.991883952,BOMBAY,1
67215,1017.512,369.9794541,231.738707,1.596537147,0.779537458,68160,292.541956,0.704080029,0.986135563,0.815824958,0.790697842,0.005504418,0.001327191,0.625203077,0.998159938,BARBUNYA,3
41315,758.92,287.4382677,183.4475805,1.566868677,0.769857698,41704,229.3553832,0.791930228,0.990672358,0.901416753,0.797929187,0.006957238,0.001739699,0.636690987,0.997611164,SIRA,0
68133,1001.023,356.1784502,244.3591834,1.457602065,0.727546565,69129,294.5329012,0.704894627,0.985592154,0.85443546,0.826925102,0.005227694,0.001507838,0.683805124,0.996715761,BARBUNYA,3
